epoch,train_loss,validation_loss
1,13.955041370391847,8.781417846679688
2,10.078568344116212,10.291543006896973
3,9.342510738372802,9.097850799560547
4,8.27117427190145,7.951535701751709
5,7.225315265655517,7.930287837982178
6,6.88983873685201,7.514259338378906
7,6.384072014490763,7.7359490394592285
8,5.615710754394531,7.367453575134277
9,5.858313236236572,7.65472412109375
10,5.179479417800903,5.812778472900391
11,4.615827191670736,7.223979949951172
12,4.402736611366272,5.556771755218506
13,4.472546372413635,6.406188011169434
14,4.303679415384928,5.377583980560303
15,4.276873854001363,5.591229438781738
16,3.7025678618748983,4.841308116912842
17,3.1795142555236815,4.556929588317871
18,3.5898088041941323,4.6892900466918945
19,4.422135343551636,5.501729488372803
20,3.062366420427958,5.176822662353516
21,3.065330967903137,5.808615684509277
22,2.9407705132166546,4.564733982086182
23,3.0473732376098632,4.727903842926025
24,2.718445685704549,6.566575050354004
25,2.805813451608022,5.030436038970947
26,2.909879438082377,4.338263034820557
27,2.491913948059082,4.732967853546143
28,2.7020517373085022,4.906607151031494
29,2.3097122875849405,6.038336753845215
30,2.216617986361186,4.5883564949035645
31,2.314467187722524,5.470726490020752
32,2.169022297859192,4.176802635192871
33,2.215803252061208,4.42773962020874
34,2.2584693741798403,4.493789196014404
35,2.1213033191363015,3.990004777908325
36,2.028313130537669,4.873724937438965
37,1.9459770266215006,5.177079677581787
38,2.5374706943829852,5.659953594207764
39,2.2069966729482013,4.958855628967285
40,2.0269267058372495,5.660783290863037
41,2.15173318306605,5.357596397399902
42,2.312878915468852,4.040299415588379
43,1.9210107398033143,4.436569690704346
44,2.103390781879425,5.3154377937316895
45,1.8905879656473796,4.505192756652832
46,1.660720601081848,4.474968910217285
47,1.776913311481476,3.991474151611328
48,1.9233989294370015,5.055613040924072
49,1.6203975868225098,4.343295097351074
50,1.389409376780192,4.232278347015381
51,1.7028715387980142,3.960783004760742
52,1.4332224420706432,3.9952006340026855
53,1.3942243989308676,4.165977478027344
54,1.5809473367532094,3.935870885848999
55,1.6410416213671366,4.235488414764404
56,1.3991946657498677,4.297134876251221
57,1.4834664392471313,4.132397174835205
58,1.4568952723344166,4.332108974456787
59,1.330821815331777,4.01912784576416
60,1.1657305053869884,4.719804286956787
61,1.4009374856948853,5.20119571685791
62,1.2309884210427602,4.463407516479492
63,1.270971076488495,5.075798034667969
64,1.3060287034511566,3.8511910438537598
65,1.2854011861483257,4.069341659545898
66,1.4795227714379628,3.988898515701294
67,1.0785219156742096,3.9407782554626465
68,1.159954896767934,4.407156944274902
69,1.198336185614268,4.244912624359131
70,1.1350930734475453,4.73521614074707
71,1.223393121957779,3.897599220275879
72,0.9652224866549174,4.38383150100708
73,0.9627578858534495,3.819611072540283
74,1.0355428647994995,4.422138214111328
75,1.0035642552375794,4.4786200523376465
76,1.0512505557139715,4.26330041885376
77,1.027262139717738,3.8914170265197754
78,1.0203855562210082,4.709933757781982
79,1.147666426897049,5.211566925048828
80,1.3450054697195688,4.695578098297119
81,1.1582273948192596,4.025751113891602
82,0.9960940076907476,3.7588043212890625
83,0.9346114512284597,3.959437131881714
